k u ¹	k u ²
n a̠ ³	ˀn u̠ ³
pʰ j u ¹	pʰ u ¹
tʃʰ ɛ ¹	tʃ ɛ ¹
l a ²	l a ²
dʒ y ²	dz y ²
pʰ a ¹	pʰ j a ¹
a ²	a ²
l o̠ ³	l u̠ ¹
ˀn a̠ ³	ɲ a̠ ¹
ɣ i̠ ³	ʒ i̠ ³
a ¹	a ²
ˀm e̠ ¹	ˀm j e̠ ¹
kʰ ɨ ¹	kʰ i ¹
n ²	n i ²
d i ¹	tʃʰ e ¹
p e̠ ³	p u ¹
d a ¹	d a ŋ ¹
ɣ a ²	ɣ a ²
h i ²	ɣ a̠ ³
v e̠ ³	v e̠ ³
z i ²	z i ²
m a ³	m a ³
dz i ¹	dz i ¹
ʒ a ²	ʒ o̠ ³
dʒ u ²	dz a ²
a ¹	a ¹
tʰ i ³	b o ³
v i ²	b j o ²
g a ²	g a ²
ˀl u ³	l u ³
k a ³	k a̠ ³
d i ¹	tʃʰ e ¹
l e̠ ³	l e̠ ³
p u ³	f u ³
v e̠ ³	v e̠ ³
ʃ a ³	ʃ a̠ ³
ɣ a ²	ɣ a ŋ ²
l a ¹	l o̠ ³
ɣ ɛ ¹	ʃ ɛ ¹
kʰ o̠ ³	kʰ o̠ ³
ʃ a ¹	ʃ a ¹
g u ¹	g a̠ ³
ɣ i ¹	ʒ e ¹
p e̠	b y ²
pʰ j a ¹	pʰ ɛ ³
m ɛ ²	m ɛ ²
k a ¹	ŋ a ¹
t a ³	t a̠ ³
a ¹	a ¹
b y ¹	b y ¹
ɣ ɨ ³	ɣ i̠ ³
p a ¹	p ɛ ¹
ɲ j a ¹	ˀŋ j a̠ ¹
h a ŋ ²	h a ŋ ²
p a ³	ˀx o̠ ¹
z a ²	z a ²
m a ³	m o̠ ³
ɣ i ²	ˀl i ²
tʃʰ j y̠ ¹	t ɛ ¹
ɣ y ¹	dz i ¹
ɣ i ¹	ɣ i ¹
k a ¹	ŋ w a ¹
d ɨ̠ ¹	p a̠ ³
kʰ ɨ ²	kʰ ɨ ²
ʃ u ³	ʃ i̠ ¹
m ɛ ²	m ɛ ²
ɣ u ¹	ɣ i ¹
t u ³	tsʰ o̠ ¹
p a ¹	p a ¹
b ɛ ¹	b ɛ ¹
dz u ³	k a ²
a ¹	a ¹
t a ¹	t a ⁵⁵
v a ³	v a ³
a ¹	a ¹
p ɛ ²	b a ŋ ²
k i ¹	k o̠ ¹
z y ²	z y ²
ʒ i ¹	x i ¹
a ²	a ²
tsʰ e ¹	tsʰ e ¹
k j ɨ ¹	k i ¹
p a̠ ³	p a̠ ³
k u ¹	k j o ¹
k u ²	tʃ u ²
d e ¹	d e ³
tʃ a̠ ³	tʃ a̠ ³
ʃ j ɛ ¹	ʃ ɛ ¹
g o̠ ¹	g o̠ ³
dʒ ɛ ²	dʒ ɛ ²
dz e ¹	dz e ¹
b i ³	b o ¹
g i ¹	tsʰ i̠ ³
a ¹	a ¹
ˀn i ³	ˀn i ³
k ɛ ²	b o ¹
p e ¹	ɣ u ²
m a ²	ˀm u ¹
v i ²	pʰ i ²
ts i ²	ts e ²
m u ²	m ɛ ²
ɣ i ³	ɣ y ¹
b y ¹	b y ¹
ʃ u ²	ʃ ɨ ²
